cbench-consumer-tiff2rgba/tif_read/TIFFCheckRead,5358.948242,864.726746
cbench-consumer-tiff2rgba/tif_read/TIFFReadBufferSetup,15541.705078,864.901733
cbench-consumer-tiff2rgba/tif_read/TIFFReadRawStrip1,16576.361328,864.900574
cbench-consumer-tiff2rgba/tif_lzw/LZWSetupDecode,15621.879883,864.900879
cbench-consumer-tiff2rgba/tif_predict/PredictorSetup,11548.173828,864.900879
cbench-consumer-tiff2rgba/tif_predict/PredictorSetupDecode,17117.304688,864.901733
cbench-consumer-tiff2rgba/tif_lzw/LZWPreDecode,11594.025391,865.212891
cbench-consumer-tiff2rgba/tif_read/TIFFStartStrip,11120.660156,856.638733
cbench-consumer-tiff2rgba/tif_read/TIFFFillStrip,17360.251953,864.901855
cbench-consumer-tiff2rgba/tif_read/TIFFSeek,5769.897949,864.900879
cbench-consumer-tiff2rgba/tif_predict/horAcc8,7673.979004,864.976990
cbench-consumer-tiff2rgba/tif_predict/PredictorDecodeRow,16447.099609,864.895874
cbench-consumer-tiff2rgba/tif_read/TIFFReadScanline,27039.365234,864.708313
cbench-consumer-tiff2rgba/tiffmedian/get_histogram,2040840.625000,864.802185
cbench-consumer-tiff2rgba/tiffmedian/largest_box,7520.765625,864.908386
cbench-consumer-tiff2rgba/tiffmedian/map_colortable,894796.125000,865.125427
cbench-consumer-tiff2rgba/tif_strip/_TIFFDefaultStripSize,11038.030273,864.700867
cbench-consumer-tiff2rgba/tif_write/TIFFSetupStrips,27708.718750,864.901917
cbench-consumer-tiff2rgba/tif_write/TIFFWriteCheck,22509.017578,864.901978
cbench-consumer-tiff2rgba/tif_write/TIFFWriteBufferSetup,11680.389648,864.902039
cbench-consumer-tiff2rgba/tif_write/TIFFFlushData1,10331.443359,864.901733
cbench-consumer-tiff2rgba/tif_flush/TIFFFlushData,15660.058594,864.865845
cbench-consumer-tiff2rgba/tif_dumpmode/DumpModeEncode,10868.558594,864.901733
cbench-consumer-tiff2rgba/tif_write/TIFFAppendToStrip,17804.958984,864.901245
cbench-consumer-tiff2rgba/tif_write/TIFFGrowStrips,27592.068359,864.874207
cbench-consumer-tiff2rgba/tiffmedian/quant,2873089.500000,865.022766
cbench-consumer-tiff2rgba/tif_lzw/LZWCleanup,16976.310547,864.883972
cbench-consumer-tiff2rgba/tif_close/TIFFClose,41242.949219,864.768738
cbench-consumer-tiff2rgba/tif_dirwrite/TIFFLinkDirectory,21933.281250,864.901733
cbench-consumer-tiff2rgba/tif_dirwrite/TIFFSetupShortLong,5456.471191,864.169495
cbench-consumer-tiff2rgba/tif_dirwrite/TIFFWriteShortArray,5619.892090,864.902039
cbench-consumer-tiff2rgba/tif_dirwrite/TIFFWritePerSampleShorts,16779.414062,864.900940
cbench-consumer-tiff2rgba/tif_dirwrite/TIFFWriteData,16231.386719,864.901978
cbench-consumer-tiff2rgba/tif_dirwrite/TIFFWriteLongArray,10887.101562,858.052063
cbench-consumer-tiff2rgba/tif_dirwrite/TIFFWriteRationalArray,21817.414062,865.176270
cbench-consumer-tiff2rgba/tif_dirwrite/TIFFWriteShortTable,21866.214844,864.857971
cbench-consumer-tiff2rgba/tif_flush/TIFFFlush,16518.072266,864.900452
cbench-consumer-tiff2rgba/ctuning-rtl/main,1577366.000000,865.074097
cbench-automotive-bitcount/bitcnt_1/bit_count,5397.032227,863.732239
cbench-automotive-bitcount/bitcnt_4/ntbl_bitcnt,9775.941406,817.892883
cbench-automotive-bitcount/bitcnts/bit_shifter,5594.312500,864.321228
cbench-automotive-bitcount/bitcnts/main,45562798080.000000,864.962585
milepost-codelet-mibench-consumer-tiffdither-src-tif-fax3-codelet-9-1/tif_fax3.codelet__9.wrapper/main,5419239424.000000,865.113037
polybench-cpu-cholesky/cholesky/init_array,37238.000000,865.085083
polybench-cpu-cholesky/cholesky/kernel_cholesky,11885.959961,865.125427
polybench-cpu-cholesky/cholesky/print_array,1493428.000000,865.115967
polybench-cpu-cholesky/cholesky/main,4147179776.000000,865.092529
cbench-office-stringsearch2/fgg_search/local_strncmp,5551.359863,864.901550
cbench-office-stringsearch2/fgg_search/strsearch2,232449.968750,864.868347
polybench-cpu-seidel-2d/seidel-2d/init_array,41964.000000,865.069641
polybench-cpu-seidel-2d/seidel-2d/kernel_seidel_2d,81113.351562,865.125183
polybench-cpu-seidel-2d/seidel-2d/print_array,1592451.000000,865.032043
polybench-cpu-seidel-2d/seidel-2d/main,828840704.000000,865.074951
polybench-cpu-lu/lu/init_array,40528.000000,865.069641
polybench-cpu-lu/lu/kernel_lu,18990.917969,865.125427
