cbench-consumer-tiff2rgba/tif_read/TIFFCheckRead,5358.948242,6498.385742
cbench-consumer-tiff2rgba/tif_read/TIFFReadBufferSetup,15541.705078,6497.350586
cbench-consumer-tiff2rgba/tif_read/TIFFReadRawStrip1,16576.361328,6497.356934
cbench-consumer-tiff2rgba/tif_lzw/LZWSetupDecode,15621.879883,6497.350586
cbench-consumer-tiff2rgba/tif_predict/PredictorSetup,11548.173828,6497.349609
cbench-consumer-tiff2rgba/tif_predict/PredictorSetupDecode,17117.304688,6497.349609
cbench-consumer-tiff2rgba/tif_lzw/LZWPreDecode,11594.025391,7082.073242
cbench-consumer-tiff2rgba/tif_read/TIFFStartStrip,11120.660156,6719.458496
cbench-consumer-tiff2rgba/tif_read/TIFFFillStrip,17360.251953,6497.349609
cbench-consumer-tiff2rgba/tif_read/TIFFSeek,5769.897949,6497.349609
cbench-consumer-tiff2rgba/tif_predict/horAcc8,7673.979004,7082.063477
cbench-consumer-tiff2rgba/tif_predict/PredictorDecodeRow,16447.099609,6497.372070
cbench-consumer-tiff2rgba/tif_read/TIFFReadScanline,27039.365234,6501.674316
cbench-consumer-tiff2rgba/tiffmedian/get_histogram,2040840.625000,7082.063477
cbench-consumer-tiff2rgba/tiffmedian/largest_box,7520.765625,5488.869629
cbench-consumer-tiff2rgba/tiffmedian/map_colortable,894796.125000,7082.063477
cbench-consumer-tiff2rgba/tif_strip/_TIFFDefaultStripSize,11038.030273,6500.952637
cbench-consumer-tiff2rgba/tif_write/TIFFSetupStrips,27708.718750,6497.349609
cbench-consumer-tiff2rgba/tif_write/TIFFWriteCheck,22509.017578,6497.349609
cbench-consumer-tiff2rgba/tif_write/TIFFWriteBufferSetup,11680.389648,6497.349609
cbench-consumer-tiff2rgba/tif_write/TIFFFlushData1,10331.443359,6497.349609
cbench-consumer-tiff2rgba/tif_flush/TIFFFlushData,15660.058594,6497.935059
cbench-consumer-tiff2rgba/tif_dumpmode/DumpModeEncode,10868.558594,5488.862305
cbench-consumer-tiff2rgba/tif_write/TIFFAppendToStrip,17804.958984,6497.359375
cbench-consumer-tiff2rgba/tif_write/TIFFGrowStrips,27592.068359,6497.489746
cbench-consumer-tiff2rgba/tiffmedian/quant,2873089.500000,7082.063477
cbench-consumer-tiff2rgba/tif_lzw/LZWCleanup,16976.310547,7085.613770
cbench-consumer-tiff2rgba/tif_close/TIFFClose,41242.949219,7082.541016
cbench-consumer-tiff2rgba/tif_dirwrite/TIFFLinkDirectory,21933.281250,6497.349609
cbench-consumer-tiff2rgba/tif_dirwrite/TIFFSetupShortLong,5456.471191,7089.131348
cbench-consumer-tiff2rgba/tif_dirwrite/TIFFWriteShortArray,5619.892090,6497.351074
cbench-consumer-tiff2rgba/tif_dirwrite/TIFFWritePerSampleShorts,16779.414062,6497.359375
cbench-consumer-tiff2rgba/tif_dirwrite/TIFFWriteData,16231.386719,6497.349609
cbench-consumer-tiff2rgba/tif_dirwrite/TIFFWriteLongArray,10887.101562,6553.733398
cbench-consumer-tiff2rgba/tif_dirwrite/TIFFWriteRationalArray,21817.414062,7082.063477
cbench-consumer-tiff2rgba/tif_dirwrite/TIFFWriteShortTable,21866.214844,6497.837402
cbench-consumer-tiff2rgba/tif_flush/TIFFFlush,16518.072266,6497.359863
cbench-consumer-tiff2rgba/ctuning-rtl/main,1577366.000000,7082.196777
cbench-automotive-bitcount/bitcnt_1/bit_count,5397.032227,6506.382324
cbench-automotive-bitcount/bitcnt_4/ntbl_bitcnt,9775.941406,7802.527344
cbench-automotive-bitcount/bitcnts/bit_shifter,5594.312500,5506.983887
cbench-automotive-bitcount/bitcnts/main,45562798080.000000,7082.063477
milepost-codelet-mibench-consumer-tiffdither-src-tif-fax3-codelet-9-1/tif_fax3.codelet__9.wrapper/main,5419239424.000000,7082.196777
polybench-cpu-cholesky/cholesky/init_array,37238.000000,7082.541016
polybench-cpu-cholesky/cholesky/kernel_cholesky,11885.959961,7082.063477
polybench-cpu-cholesky/cholesky/print_array,1493428.000000,7082.128906
polybench-cpu-cholesky/cholesky/main,4147179776.000000,7082.196777
cbench-office-stringsearch2/fgg_search/local_strncmp,5551.359863,6497.352051
cbench-office-stringsearch2/fgg_search/strsearch2,232449.968750,6497.837402
polybench-cpu-seidel-2d/seidel-2d/init_array,41964.000000,7082.544434
polybench-cpu-seidel-2d/seidel-2d/kernel_seidel_2d,81113.351562,7082.065430
polybench-cpu-seidel-2d/seidel-2d/print_array,1592451.000000,7082.073242
polybench-cpu-seidel-2d/seidel-2d/main,828840704.000000,7082.196777
polybench-cpu-lu/lu/init_array,40528.000000,7082.544434
polybench-cpu-lu/lu/kernel_lu,18990.917969,7082.063477
polybench-cpu-lu/lu/print_array,1431235.000000,7082.073242
polybench-cpu-lu/lu/main,2934194688.000000,7082.223145
polybench-cpu-jacobi-2d-imper/jacobi-2d-imper/init_array,21240.000000,7082.544434
polybench-cpu-jacobi-2d-imper/jacobi-2d-imper/kernel_jacobi_2d_imper,49898.121094,7082.063477
polybench-cpu-jacobi-2d-imper/jacobi-2d-imper/print_array,1614826.000000,7082.073242
polybench-cpu-jacobi-2d-imper/jacobi-2d-imper/main,1344862336.000000,7082.196777
polybench-cpu-syrk/syrk/init_array,51264.000000,7082.063477
polybench-cpu-syrk/syrk/kernel_syrk,47345.667969,7082.063477
polybench-cpu-syrk/syrk/print_array,1396329.000000,7082.073242
polybench-cpu-syrk/syrk/main,1365587840.000000,7082.196777
cbench-bzip2/bzip2/copyFileName,6084.084473,7461.110352
cbench-bzip2/bzip2/addFlagsFromEnvVar,6327.442383,7082.063477
cbench-bzip2/bzip2/myMalloc,5400.230957,7802.527344
cbench-bzip2/bzip2/snocString,14030.533203,6497.706543
cbench-bzip2/bzip2/hasSuffix,5844.711426,6501.483398
cbench-bzip2/bzip2/mapSuffix,12797.692383,6719.458496
cbench-bzip2/bzip2/fileExists,20132.941406,7802.527344
cbench-bzip2/bzip2/saveInputFileMetaInfo,16226.615234,13031.840820
cbench-bzip2/bzip2/fopen_output_safely,41109.210938,6501.674316
cbench-bzip2/bzlib/BZ2_bzDecompressInit,17955.673828,6497.349609
cbench-bzip2/bzip2/myfeof,5906.762207,6719.458496
cbench-bzip2/decompress/makeMaps_d,8484.557617,6205.292969
cbench-bzip2/bzlib/BZ2_bzReadGetUnused,5878.096191,6073.576172
cbench-bzip2/bzlib/default_bzfree,11065.932617,7642.400879
cbench-bzip2/bzlib/BZ2_bzDecompressEnd,17348.730469,6497.355469
cbench-bzip2/bzlib/BZ2_bzReadClose,11577.192383,7082.063477
cbench-bzip2/bzip2/applySavedFileAttrToOutputFile,22810.941406,8357.187500
cbench-bzip2/bzip2/applySavedTimeInfoToOutputFile,15770.038086,13031.840820
cbench-bzip2/ctuning-rtl/main,810282.000000,7082.223145
cbench-consumer-tiff2dither/tif_open/_TIFFgetMode,10147.355469,6497.352051
cbench-consumer-tiff2dither/tif_open/TIFFInitOrder,5612.827637,7083.046875
cbench-consumer-tiff2dither/tif_dirinfo/_TIFFMergeFieldInfo,423112.906250,7082.064941
cbench-consumer-tiff2dither/tif_dirinfo/_TIFFSetupFieldInfo,12806.993164,7461.110352
cbench-consumer-tiff2dither/tif_dirinfo/_TIFFFindFieldInfo,5415.376953,6497.349609
cbench-consumer-tiff2dither/tif_dir/OkToChangeTag,10643.964844,6497.372070
cbench-consumer-tiff2dither/tif_compress/TIFFFindCODEC,5390.682617,5488.862305
cbench-consumer-tiff2dither/tif_compress/TIFFSetCompressionScheme,21869.222656,13031.840820
cbench-consumer-tiff2dither/tif_dirinfo/_TIFFFieldWithTag,10666.540039,6525.303711
cbench-consumer-tiff2dither/tif_dir/TIFFVSetField,15962.102539,13031.840820
cbench-consumer-tiff2dither/tif_dir/TIFFDefaultDirectory,22017.144531,7339.261230
cbench-consumer-tiff2dither/tif_unix/TIFFFdOpen,23488.679688,6906.449707
cbench-consumer-tiff2dither/tif_unix/TIFFOpen,1440804.250000,6501.483398
cbench-consumer-tiff2dither/tif_dirread/CheckMalloc,10734.181641,6906.449707
cbench-consumer-tiff2dither/tif_dirread/CheckDirCount,5365.707031,6553.733398
cbench-consumer-tiff2dither/tif_dir/TIFFReassignTagToIgnore,5427.503418,5488.861816
